reservation_id,date_reservation,date_arrivee,region_hotel,ville,type_destination,hotel_id,categorie_hotel,segment_client,marche_origine,canal_reservation,moyen_transport,delai_reservation_jours,nuits,adultes,enfants,chambres,formule_repas,tarif_remboursable,type_acompte,prix_moyen_nuit_eur,remise_pct,montant_total_eur,client_type,reservations_passees,annulations_passees,demandes_speciales,modifications_reservation,jours_liste_attente,evenement_majeur,haute_saison_regionale,arrivee_weekend,agent_id,reservation_annulee
R002374,2024-08-25,2024-10-17,Lombardia,Milano,affaires_lacs,LOM-4-2,4,solo,Italie,agence,avion_correspondance,53,4,1,0,1,aucune,oui,aucun,308.99,3,1198.88,fidele,7,1,1,0,0,0,1,0,AG011,1
R003952,2024-08-25,2024-09-18,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,affaires,Italie,plateforme_en_ligne,avion_direct,24,3,2,0,1,petit_dejeuner,non,total,218.83,6,617.1,fidele,4,1,2,0,0,0,1,0,AG022,0
R004608,2024-08-25,2024-09-07,Trentino-Alto_Adige,Bolzano,montagne,TRE-4-2,4,affaires,Europe_Ouest,agence,voiture,13,2,2,0,1,petit_dejeuner,oui,partiel,190.95,1,378.08,entreprise,10,1,1,0,0,0,0,1,AG037,0
R007225,2024-08-25,2024-09-09,Sicilia,Palermo,insulaire_mixte,SIC-4-2,4,loisirs_couple,Ameriques,site_hotel,avion_direct,15,6,2,0,1,aucune,oui,aucun,221.57,5,1262.95,fidele,5,1,0,0,0,0,1,0,,0
R009057,2024-08-25,2024-09-07,Campania,Napoli,urbaine_cotiere,CAM-3-1,3,loisirs_couple,Italie,site_hotel,train,13,6,2,0,1,petit_dejeuner,oui,aucun,184.44,6,1040.24,fidele,12,1,1,1,0,0,1,1,,0
R009060,2024-08-25,2024-09-07,Puglia,Bari,balneaire_rurale,PUG-3-1,3,famille,,plateforme_en_ligne,avion_correspondance,13,3,2,1,1,demi_pension,oui,aucun,188.32,1,559.31,nouveau,0,0,1,0,0,0,1,1,AG024,0
R009364,2024-08-25,2024-09-28,Sicilia,Palermo,insulaire_mixte,SIC-4-2,4,affaires,Italie,plateforme_en_ligne,avion_direct,34,3,2,0,1,petit_dejeuner,oui,total,219.07,6,617.78,nouveau,0,0,0,0,0,0,1,1,AG004,0
R000485,2024-08-26,2024-09-08,Lazio,Roma,urbaine_culturelle,LAZ-3-1,3,groupe,Italie,plateforme_en_ligne,avion_direct,13,5,3,0,3,demi_pension,oui,aucun,220.77,2,3245.32,nouveau,0,0,0,0,0,1,1,0,AG011,0
R003234,2024-08-26,2024-09-14,Campania,Napoli,urbaine_cotiere,CAM-4-2,4,affaires,Italie,entreprise,voiture,19,2,2,0,1,demi_pension,oui,partiel,215.61,14,370.85,entreprise,5,1,3,1,0,0,1,1,,0
R005020,2024-08-26,2024-08-29,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,affaires,Italie,plateforme_en_ligne,voiture,3,1,2,0,1,petit_dejeuner,oui,aucun,148.54,7,138.14,nouveau,0,0,1,0,0,0,0,0,AG014,1
R005235,2024-08-26,2024-11-15,Sardegna,Cagliari,insulaire_balneaire,SAR-5-2,5,famille,Italie,telephone,avion_correspondance,81,8,2,2,1,aucune,oui,total,220.43,3,1710.54,nouveau,0,0,0,0,0,0,0,1,,1
R005755,2024-08-26,2025-04-08,Lombardia,Milano,affaires_lacs,LOM-3-3,3,loisirs_couple,Ameriques,entreprise,train,225,7,2,0,1,petit_dejeuner,non,total,229.51,16,1349.52,nouveau,0,0,1,0,12,0,1,0,,1
R009795,2024-08-26,2024-09-02,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,affaires,Italie,plateforme_en_ligne,voiture,7,2,2,,1,petit_dejeuner,oui,aucun,205.69,0,411.38,entreprise,11,2,1,1,0,0,1,0,AG030,0
R000545,2024-08-27,2024-09-01,Veneto,Venezia,urbaine_littorale,VEN-3-2,3,affaires,Europe_Ouest,site_hotel,train,5,3,2,0,1,petit_dejeuner,non,partiel,204.31,0,612.93,nouveau,0,0,2,0,0,0,1,0,,0
R002369,2024-08-27,2024-12-02,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Italie,site_hotel,voiture,97,3,2,0,1,aucune,oui,partiel,138.24,3,402.28,nouveau,0,0,1,0,0,0,0,0,,1
R003743,2024-08-27,2024-09-25,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,famille,Italie,plateforme_en_ligne,train,29,5,2,1,1,petit_dejeuner,oui,partiel,358.04,6,1682.79,nouveau,0,0,0,0,0,1,1,0,AG034,0
R005009,2024-08-27,2024-09-07,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Italie,site_hotel,train,11,7,2,0,1,petit_dejeuner,non,partiel,205.69,2,1411.03,nouveau,0,0,1,0,0,0,1,1,,0
R005485,2024-08-27,2024-11-06,Sardegna,Cagliari,insulaire_balneaire,SAR-3-2,3,famille,Ameriques,site_hotel,ferry,71,6,2,1,1,petit_dejeuner,oui,aucun,150.06,5,855.34,nouveau,0,0,0,1,0,0,0,0,,1
R007000,2024-08-27,2024-09-20,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,24,7,2,0,1,petit_dejeuner,oui,total,310.87,0,2176.09,fidele,2,0,0,1,0,0,1,1,AG003,0
R009012,2024-08-27,2024-10-10,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,loisirs_couple,Autres,agence,avion_correspondance,44,5,2,0,1,demi_pension,oui,partiel,288.87,1,1429.91,fidele,8,1,0,0,0,0,1,0,AG025,0
R000352,2024-08-28,2024-09-24,Lombardia,Milano,affaires_lacs,LOM-4-2,4,affaires,Italie,plateforme_en_ligne,voiture,27,1,2,0,1,aucune,oui,aucun,255.56,5,242.78,nouveau,0,0,1,0,0,0,1,0,AG009,1
R002679,2024-08-28,2024-09-11,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,affaires,Europe_Centrale,telephone,train,14,2,2,,1,aucune,non,total,129.06,5,245.21,nouveau,0,0,2,0,0,0,1,0,,0
R004593,2024-08-28,2024-09-04,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Italie,plateforme_en_ligne,voiture,7,5,2,0,1,petit_dejeuner,non,total,,3,1101.29,nouveau,0,0,,1,0,0,1,0,AG003,0
R005202,2024-08-28,2024-09-24,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,affaires,Europe_Centrale,site_hotel,train,27,3,2,0,1,aucune,non,total,139.71,6,393.98,nouveau,0,0,1,0,0,0,1,0,,0
R005645,2024-08-28,2024-10-14,Veneto,Venezia,urbaine_littorale,VEN-3-2,3,loisirs_couple,Autres,plateforme_en_ligne,avion_direct,47,3,2,0,1,aucune,oui,partiel,152.9,0,458.7,fidele,9,2,0,0,0,0,0,0,AG013,1
R008164,2024-08-28,2024-11-10,Campania,Napoli,urbaine_cotiere,CAM-4-2,4,affaires,Europe_Ouest,telephone,avion_correspondance,74,2,2,0,1,petit_dejeuner,oui,total,146.5,3,284.21,nouveau,0,0,0,0,0,0,0,0,,0
R000030,2024-08-29,2024-09-15,Veneto,Venezia,urbaine_littorale,VEN-5-1,5,solo,Italie,agence,train,17,3,1,0,1,petit_dejeuner,non,aucun,255.19,5,727.29,nouveau,0,0,1,0,0,0,1,0,AG003,1
R000162,2024-08-29,2025-02-20,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,famille,Europe_Ouest,agence,train,175,5,2,1,1,petit_dejeuner,oui,partiel,160.15,2,784.74,nouveau,0,0,3,0,0,0,0,0,AG023,1
R000598,2024-08-29,2024-12-27,Toscana,Firenze,culturelle_rurale,TOS-5-2,5,famille,Ameriques,plateforme_en_ligne,voiture,120,3,2,1,1,demi_pension,non,partiel,169.38,1,503.06,fidele,5,1,1,0,0,0,0,1,AG009,0
R001643,2024-08-29,2024-10-16,Lombardia,Milano,affaires_lacs,LOM-4-3,4,solo,Europe_Ouest,agence,train,48,4,1,1,1,pension_complete,oui,aucun,266.24,8,979.76,entreprise,12,1,0,0,0,0,1,0,AG031,1
R001909,2024-08-29,2024-12-27,Trentino-Alto_Adige,Bolzano,montagne,TRE-5-3,5,groupe,Europe_Centrale,agence,voiture,120,3,5,0,3,petit_dejeuner,oui,aucun,245.51,4,2121.21,nouveau,0,0,0,0,0,0,1,1,AG021,1
R001942,2024-08-29,2024-09-13,Toscana,Firenze,culturelle_rurale,TOS-4-3,4,loisirs_couple,Italie,plateforme_en_ligne,train,15,6,2,0,1,petit_dejeuner,oui,aucun,201.65,1,1197.8,nouveau,0,0,0,0,0,0,1,1,AG040,0
R004351,2024-08-29,2024-11-21,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,famille,Ameriques,site_hotel,avion_direct,84,7,2,3,2,petit_dejeuner,non,total,139.52,12,1718.89,fidele,4,1,0,1,0,0,0,0,,0
R005557,2024-08-29,2024-09-07,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-2,3,famille,Italie,plateforme_en_ligne,avion_direct,9,2,2,,2,aucune,non,aucun,124.37,1,492.51,fidele,6,1,2,1,0,0,0,1,AG021,1
R005739,2024-08-29,2025-02-01,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-3,3,solo,Europe_Ouest,agence,voiture,156,4,1,0,1,aucune,oui,partiel,251.24,6,944.66,nouveau,0,0,1,3,0,0,1,1,AG031,0
R006052,2024-08-29,2024-09-23,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Europe_Centrale,site_hotel,voiture,25,5,2,0,1,demi_pension,oui,aucun,270.62,1,1339.57,entreprise,12,2,1,1,0,1,1,0,,0
R006567,2024-08-29,2024-09-21,Sardegna,Cagliari,insulaire_balneaire,SAR-4-1,4,affaires,Ameriques,site_hotel,avion_correspondance,23,4,2,0,1,petit_dejeuner,non,total,253.16,1,1002.51,nouveau,0,0,1,0,0,0,1,1,,0
R006629,2024-08-29,2024-10-13,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,loisirs_couple,Italie,site_hotel,avion_direct,45,3,2,0,1,petit_dejeuner,oui,aucun,152.71,2,448.97,fidele,6,1,2,0,0,0,0,0,,1
R007182,2024-08-29,2024-09-28,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,groupe,Ameriques,site_hotel,voiture,30,2,4,0,3,aucune,oui,aucun,295.31,2,1736.42,nouveau,0,0,1,1,0,1,1,1,,0
R007361,2024-08-29,2024-09-08,Puglia,Bari,balneaire_rurale,PUG-4-3,4,affaires,Italie,agence,voiture,10,2,2,0,1,petit_dejeuner,oui,aucun,175.14,4,336.27,nouveau,0,0,1,1,0,1,1,0,AG030,0
R007491,2024-08-29,2024-09-07,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,affaires,Europe_Centrale,site_hotel,train,9,1,2,0,1,petit_dejeuner,oui,aucun,341.07,10,306.96,fidele,7,1,1,1,0,0,1,1,,0
R008059,2024-08-29,2024-10-01,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Italie,plateforme_en_ligne,train,33,7,2,2,1,petit_dejeuner,oui,aucun,271.84,0,1902.88,fidele,11,2,2,0,0,0,1,0,AG030,0
R001621,2024-08-30,2024-10-13,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,solo,Europe_Centrale,plateforme_en_ligne,avion_direct,44,4,1,0,1,aucune,non,aucun,150.18,1,594.71,nouveau,0,0,0,1,0,0,0,0,AG017,0
R007759,2024-08-30,2024-09-30,Sicilia,Palermo,insulaire_mixte,SIC-4-1,4,famille,Italie,agence,voiture,31,5,2,2,1,demi_pension,oui,aucun,195.79,4,939.79,nouveau,0,0,1,0,0,0,1,0,AG014,0
R008239,2024-08-30,2026-04-06,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-1,3,solo,Italie,plateforme_en_ligne,voiture,584,5,1,1,1,aucune,oui,aucun,152.7,7,710.06,nouveau,0,0,,0,0,0,0,0,AG044,1
R008295,2024-08-30,2024-09-29,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,solo,Ameriques,plateforme_en_ligne,avion_correspondance,30,2,1,0,1,aucune,oui,aucun,333.61,8,613.84,nouveau,0,0,1,0,0,1,1,0,AG034,1
R008409,2024-08-30,2024-11-21,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,groupe,Autres,site_hotel,train,83,2,3,0,2,aucune,oui,partiel,165.79,9,603.48,nouveau,0,0,1,0,0,0,0,0,,0
R008611,2024-08-30,2024-11-17,Sardegna,Cagliari,insulaire_balneaire,SAR-4-2,4,loisirs_couple,Ameriques,agence,ferry,79,6,2,0,1,aucune,oui,aucun,171.71,0,1030.26,fidele,9,1,2,0,0,0,0,0,AG030,1
R000325,2024-08-31,2024-09-22,Lombardia,Milano,affaires_lacs,LOM-5-1,5,loisirs_couple,Autres,telephone,train,22,6,2,0,1,petit_dejeuner,oui,aucun,228.58,6,1289.19,fidele,3,0,0,0,0,0,1,0,,0
R000358,2024-08-31,2024-09-30,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Europe_Centrale,plateforme_en_ligne,train,30,6,2,3,2,pension_complete,oui,aucun,244.62,0,2935.44,nouveau,0,0,2,1,0,0,1,0,AG013,0
R000831,2024-08-31,2024-09-29,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,loisirs_couple,Italie,agence,voiture,29,3,2,0,1,petit_dejeuner,non,total,155.41,0,466.23,entreprise,12,1,2,0,0,0,1,0,AG030,0
R001133,2024-08-31,2024-09-04,Liguria,Genova,littorale,LIG-3-3,3,famille,Italie,telephone,voiture,4,5,2,2,1,petit_dejeuner,oui,aucun,,5,998.36,nouveau,0,0,1,1,0,0,1,0,,1
R002188,2024-08-31,2024-09-11,Puglia,Bari,balneaire_rurale,PUG-4-1,4,loisirs_couple,Asie_Pacifique,plateforme_en_ligne,avion_direct,11,7,2,0,1,petit_dejeuner,oui,aucun,171.21,3,1162.52,fidele,8,1,0,0,4,0,1,0,AG030,0
R003071,2024-08-31,2024-10-04,Toscana,Firenze,culturelle_rurale,TOS-3-2,3,solo,Italie,plateforme_en_ligne,train,34,5,1,0,1,demi_pension,oui,aucun,154.3,2,756.07,entreprise,11,1,,0,0,0,0,1,AG002,1
R004745,2024-08-31,2024-09-14,Veneto,Venezia,urbaine_littorale,VEN-3-1,3,loisirs_couple,Italie,site_hotel,train,14,7,2,0,1,petit_dejeuner,non,total,280.43,10,1766.71,nouveau,0,0,0,0,0,1,1,1,,0
R005982,2024-08-31,2024-09-28,Liguria,Genova,littorale,LIG-3-3,3,loisirs_couple,Europe_Ouest,entreprise,voiture,28,4,2,0,1,demi_pension,oui,partiel,204.4,17,678.61,nouveau,0,0,0,1,8,0,1,1,,0
R008899,2024-08-31,2024-09-29,Sardegna,Cagliari,insulaire_balneaire,SAR-5-3,5,solo,Europe_Ouest,agence,avion_direct,29,5,1,0,1,demi_pension,oui,aucun,206.17,6,969,fidele,7,1,0,0,0,0,1,0,AG024,1
R009369,2024-08-31,2024-09-21,Liguria,Genova,littorale,LIG-4-3,4,groupe,Autres,plateforme_en_ligne,voiture,21,2,5,0,2,aucune,non,total,150,1,594,fidele,9,1,2,0,3,0,1,1,AG044,0
R009798,2024-08-31,2025-07-27,Sicilia,Palermo,insulaire_mixte,SIC-5-2,5,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,330,7,2,0,1,petit_dejeuner,oui,aucun,159,8,1023.96,fidele,5,1,1,1,0,0,1,0,AG016,1
R000711,2024-09-01,2024-09-10,Puglia,Bari,balneaire_rurale,PUG-3-3,3,affaires,Europe_Ouest,telephone,voiture,9,1,2,0,1,petit_dejeuner,oui,aucun,159.99,1,158.39,nouveau,0,0,1,1,0,0,1,0,,0
R001789,2024-09-01,2024-09-20,Puglia,Bari,balneaire_rurale,PUG-4-2,4,famille,Asie_Pacifique,plateforme_en_ligne,avion_direct,19,3,2,1,1,petit_dejeuner,oui,aucun,170.1,7,474.58,nouveau,0,0,1,0,0,0,1,1,AG012,1
R004441,2024-09-01,2024-10-04,Lazio,Roma,urbaine_culturelle,LAZ-3-1,3,famille,Italie,agence,avion_direct,33,2,2,2,1,petit_dejeuner,non,total,191.22,1,378.62,nouveau,0,0,2,0,0,0,1,1,AG017,0
R005686,2024-09-01,2024-09-18,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,loisirs_couple,Italie,plateforme_en_ligne,avion_correspondance,17,6,2,0,1,petit_dejeuner,oui,aucun,213.05,3,1239.95,nouveau,0,0,3,0,0,1,1,0,AG039,0
R006394,2024-09-01,2024-10-04,Toscana,Firenze,culturelle_rurale,TOS-5-3,5,famille,Italie,plateforme_en_ligne,avion_direct,33,3,2,3,2,petit_dejeuner,non,total,205.9,2,1210.69,fidele,9,1,0,0,0,0,0,1,AG035,1
R008017,2024-09-01,2024-10-05,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,affaires,Europe_Ouest,site_hotel,voiture,34,2,2,,1,demi_pension,oui,aucun,254.54,11,453.08,nouveau,0,0,0,0,0,0,1,1,,0
R008365,2024-09-01,2024-10-03,Lazio,Roma,urbaine_culturelle,LAZ-5-2,5,famille,Autres,site_hotel,avion_direct,32,3,2,2,1,petit_dejeuner,oui,aucun,282.07,6,795.44,fidele,1,0,2,0,0,0,1,0,,0
R009573,2024-09-01,2024-09-14,Lazio,Roma,urbaine_culturelle,LAZ-4-1,4,affaires,Europe_Centrale,agence,avion_direct,13,2,2,0,1,petit_dejeuner,non,total,186.78,4,358.62,fidele,7,1,2,1,0,0,1,1,AG015,0
R009647,2024-09-01,2024-09-28,Liguria,Genova,littorale,LIG-4-1,4,famille,Italie,site_hotel,train,27,6,2,3,2,aucune,oui,aucun,220.91,2,2597.9,nouveau,0,0,0,0,0,0,1,1,,1
R000032,2024-09-02,2024-09-30,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-3,3,affaires,Italie,agence,voiture,28,3,2,,1,petit_dejeuner,oui,partiel,168.62,5,480.57,entreprise,1,0,2,0,0,0,0,0,AG034,0
R002917,2024-09-02,2024-09-12,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,affaires,Asie_Pacifique,entreprise,avion_direct,10,1,2,0,1,aucune,oui,aucun,250.81,9,228.24,nouveau,0,0,0,0,0,0,1,0,,0
R003342,2024-09-02,2024-10-03,Sicilia,Palermo,insulaire_mixte,SIC-4-2,4,affaires,Italie,telephone,avion_direct,31,5,2,0,1,petit_dejeuner,oui,aucun,174.35,2,854.32,fidele,3,0,0,0,0,0,1,0,,0
R003708,2024-09-02,2024-09-09,Veneto,Venezia,urbaine_littorale,VEN-3-2,3,affaires,Europe_Centrale,site_hotel,train,7,2,2,0,1,aucune,oui,aucun,219.43,11,390.59,fidele,6,1,2,1,0,0,1,0,,0
R004717,2024-09-02,2024-10-08,Lazio,Roma,urbaine_culturelle,LAZ-5-3,5,groupe,Autres,plateforme_en_ligne,train,36,2,5,0,3,demi_pension,oui,aucun,299.85,5,1709.15,nouveau,0,0,0,1,0,0,1,0,AG038,0
R004719,2024-09-02,2024-09-25,Veneto,Venezia,urbaine_littorale,VEN-5-3,5,famille,Europe_Centrale,plateforme_en_ligne,train,23,6,2,3,2,petit_dejeuner,oui,aucun,431.08,0,5172.96,nouveau,0,0,1,2,0,1,1,0,AG014,0
R005003,2024-09-02,2024-11-10,Veneto,Venezia,urbaine_littorale,VEN-5-3,5,groupe,Autres,plateforme_en_ligne,train,69,5,3,0,3,petit_dejeuner,non,aucun,187.88,7,2620.93,nouveau,0,0,0,1,0,0,0,0,AG005,0
R005087,2024-09-02,2024-09-19,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,solo,Europe_Ouest,plateforme_en_ligne,train,17,4,1,0,1,aucune,non,partiel,263.81,5,1002.48,entreprise,11,1,1,1,0,0,1,0,AG034,0
R005486,2024-09-02,2024-09-15,Campania,Napoli,urbaine_cotiere,CAM-5-1,5,loisirs_couple,Italie,site_hotel,voiture,13,7,2,0,1,aucune,non,partiel,218.63,5,1453.89,nouveau,0,0,1,0,0,0,1,0,,1
R005574,2024-09-02,2024-10-22,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,groupe,Europe_Centrale,plateforme_en_ligne,train,50,2,4,1,4,petit_dejeuner,oui,aucun,129.32,5,982.83,nouveau,0,0,0,0,0,0,0,0,AG008,0
R005579,2024-09-02,2024-11-16,Toscana,Firenze,culturelle_rurale,TOS-4-1,4,famille,Europe_Centrale,site_hotel,voiture,75,6,2,1,1,petit_dejeuner,oui,aucun,,1,1444.07,nouveau,0,0,0,0,0,0,0,1,,0
R008192,2024-09-02,2024-10-09,Liguria,Genova,littorale,LIG-3-3,3,famille,Asie_Pacifique,agence,train,37,3,2,2,1,demi_pension,oui,partiel,113.5,5,323.47,fidele,3,1,0,0,0,0,0,0,AG037,0
R008669,2024-09-02,2024-09-16,Lazio,Roma,urbaine_culturelle,LAZ-5-1,5,famille,Europe_Centrale,plateforme_en_ligne,avion_direct,14,7,2,2,1,aucune,oui,aucun,263.11,4,1768.1,nouveau,0,0,0,0,0,0,1,0,AG020,1
R002283,2024-09-03,2024-09-16,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,groupe,Europe_Ouest,site_hotel,voiture,13,5,6,0,4,petit_dejeuner,oui,aucun,233.57,2,4577.97,nouveau,0,0,0,0,0,0,1,0,,0
R002579,2024-09-03,2024-10-06,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,loisirs_couple,Europe_Ouest,site_hotel,avion_correspondance,33,7,2,0,1,petit_dejeuner,non,aucun,234.67,0,1642.69,nouveau,0,0,1,0,0,0,1,0,,0
R005976,2024-09-03,2024-09-27,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,famille,Italie,plateforme_en_ligne,train,24,2,2,3,2,petit_dejeuner,non,partiel,235.44,0,941.76,nouveau,0,0,4,1,0,0,1,1,AG040,0
R006683,2024-09-03,2024-09-17,Campania,Napoli,urbaine_cotiere,CAM-4-3,4,famille,Europe_Ouest,site_hotel,train,14,3,2,2,1,demi_pension,non,partiel,184.75,8,509.91,nouveau,0,0,0,0,0,0,1,0,,0
R007052,2024-09-03,2024-11-24,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,loisirs_couple,Europe_Centrale,site_hotel,train,82,4,2,0,1,aucune,oui,aucun,181.39,4,696.54,fidele,11,2,1,0,0,0,0,0,,1
R009331,2024-09-03,2024-09-17,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,affaires,Ameriques,plateforme_en_ligne,train,14,2,2,0,1,pension_complete,oui,partiel,155.78,7,289.75,nouveau,0,0,0,0,0,0,1,0,AG008,0
R009609,2024-09-03,2024-10-24,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,loisirs_couple,Asie_Pacifique,site_hotel,voiture,51,4,2,0,1,petit_dejeuner,oui,aucun,178.34,2,699.09,fidele,7,1,2,0,0,0,1,0,,0
R000642,2024-09-04,2024-09-17,Trentino-Alto_Adige,Bolzano,montagne,TRE-3-3,3,affaires,Autres,site_hotel,voiture,13,1,2,0,1,aucune,oui,partiel,143,2,140.14,entreprise,2,0,0,1,0,0,0,0,,0
R006026,2024-09-04,2024-09-11,Liguria,Genova,littorale,LIG-4-3,4,loisirs_couple,Europe_Ouest,agence,avion_direct,7,7,2,0,1,petit_dejeuner,non,total,155.07,4,1042.07,nouveau,0,0,3,0,0,0,1,0,AG016,0
R006860,2024-09-04,2024-09-28,Campania,Napoli,urbaine_cotiere,CAM-3-3,3,loisirs_couple,Europe_Ouest,plateforme_en_ligne,voiture,24,5,2,0,1,petit_dejeuner,oui,aucun,206.63,1,1022.82,nouveau,0,0,,1,0,0,1,1,AG016,0
R007570,2024-09-04,2024-09-30,Sicilia,Palermo,insulaire_mixte,SIC-3-2,3,solo,Italie,agence,avion_direct,26,6,1,0,1,petit_dejeuner,oui,aucun,162.97,1,968.04,nouveau,0,0,1,0,0,0,1,0,AG021,0
R000029,2024-09-05,2024-10-14,Veneto,Venezia,urbaine_littorale,VEN-4-2,4,loisirs_couple,Italie,plateforme_en_ligne,avion_direct,39,6,2,0,1,petit_dejeuner,oui,aucun,175.91,7,981.58,nouveau,0,0,0,0,0,0,0,0,AG041,0
R000210,2024-09-05,2024-10-04,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,groupe,Italie,plateforme_en_ligne,train,29,2,4,1,4,pension_complete,non,total,172.07,4,1321.5,nouveau,0,0,0,0,0,1,0,1,AG025,0
R001861,2024-09-05,2024-09-27,Lombardia,Milano,affaires_lacs,LOM-4-2,4,famille,Autres,telephone,avion_direct,22,6,2,2,1,pension_complete,non,total,216.44,4,1246.69,nouveau,0,0,0,0,5,0,1,1,,0
R002880,2024-09-05,2024-10-15,Lazio,Roma,urbaine_culturelle,LAZ-3-3,3,affaires,Italie,site_hotel,train,40,1,2,0,1,aucune,oui,partiel,222.57,5,211.44,fidele,3,0,0,0,0,0,1,0,,0
R003369,2024-09-05,2024-10-08,Sardegna,Cagliari,insulaire_balneaire,SAR-5-1,5,solo,Italie,agence,ferry,33,7,1,0,1,aucune,non,partiel,137.58,8,886.02,fidele,4,0,1,0,0,0,0,0,AG012,0
R005890,2024-09-05,2024-09-16,Veneto,Venezia,urbaine_littorale,VEN-3-3,3,loisirs_couple,Europe_Ouest,plateforme_en_ligne,avion_correspondance,11,3,2,0,1,petit_dejeuner,non,aucun,171.24,5,488.03,nouveau,0,0,1,0,0,0,1,0,AG023,0
R006167,2024-09-05,2024-10-06,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,famille,Italie,plateforme_en_ligne,train,31,4,2,1,1,petit_dejeuner,non,partiel,180.45,4,692.93,fidele,11,2,0,0,0,0,0,0,AG008,0
R006936,2024-09-05,2024-10-14,Lazio,Roma,urbaine_culturelle,LAZ-4-2,4,solo,Europe_Ouest,entreprise,train,39,5,1,0,1,aucune,oui,partiel,183.23,11,815.37,nouveau,0,0,2,0,0,0,1,0,,0
R007710,2024-09-05,2024-10-22,Toscana,Firenze,culturelle_rurale,TOS-3-3,3,famille,,plateforme_en_ligne,train,47,2,2,3,2,demi_pension,non,total,140.56,8,517.26,fidele,6,1,1,0,0,0,0,0,AG023,0
R002837,2024-09-06,2024-10-01,Lazio,Roma,urbaine_culturelle,LAZ-4-3,4,solo,Italie,plateforme_en_ligne,avion_correspondance,25,2,1,0,1,petit_dejeuner,non,total,235.29,6,442.35,fidele,11,1,1,2,0,0,1,0,AG014,0
R002875,2024-09-06,2024-12-06,Veneto,Venezia,urbaine_littorale,VEN-4-1,4,loisirs_couple,Europe_Centrale,plateforme_en_ligne,train,91,7,2,0,1,aucune,non,total,225.08,7,1465.27,nouveau,0,0,2,0,0,0,0,1,AG040,0
R003520,2024-09-06,2024-10-08,Campania,Napoli,urbaine_cotiere,CAM-5-1,5,loisirs_couple,Italie,plateforme_en_ligne,voiture,32,3,2,0,1,petit_dejeuner,oui,partiel,184.52,8,509.28,fidele,7,1,2,0,0,0,1,0,AG037,0
R005252,2024-09-06,2024-11-06,Campania,Napoli,urbaine_cotiere,CAM-3-2,3,loisirs_couple,Europe_Ouest,agence,avion_direct,61,2,2,0,1,petit_dejeuner,oui,partiel,185.45,5,352.35,fidele,4,0,1,1,0,0,0,0,AG012,0
R006171,2024-09-06,2024-09-12,Veneto,Venezia,urbaine_littorale,VEN-5-2,5,loisirs_couple,Autres,entreprise,train,6,6,2,0,1,petit_dejeuner,oui,partiel,298.93,11,1596.29,nouveau,0,0,0,0,0,0,1,0,,0
R007436,2024-09-06,2024-10-14,Toscana,Firenze,culturelle_rurale,TOS-4-1,4,solo,Italie,plateforme_en_ligne,avion_direct,38,2,1,0,1,petit_dejeuner,non,partiel,147.76,5,280.74,nouveau,0,0,2,1,0,0,0,0,AG017,1
